['our, brother, tom, has, just] : 1
[account, of, some, particulars, and] : 1
[account, of, that, infamous, and] : 1
[account, of, that, land, which] : 1
[account, of, the, academy, of] : 1
[account, of, the, academy, the] : 1
[account, of, the, among, them] : 1
[account, of, the, but, my] : 1
[account, of, the, government, of] : 1
[account, of, their, being, too] : 1
[account, of, their, knowledge, in] : 1
[account, of, their, learning, of] : 1
[account, of, their, majesties', favour] : 1
[account, of, their, poverty, or] : 1
[account, of, their, religion, out] : 1
[account, of, their, virtues, no] : 1
[account, of, their, virtue, that] : 1
[account, of, their, wars, and] : 1
[account, of, the, manners, and] : 1
[account, of, the, metropolis, the] : 1
[account, of, the, might, be] : 1
[account, of, the, or, when] : 1
[account, of, the, women, at] : 1
[account, of, this, voyage, must] : 1
[account, of, this, voyage, which] : 1
[account, of, what, he, had] : 1
[accounts, and, the, more, i] : 1
[accounts, from, my, own, observation] : 1
[accounts, i, had, given, of] : 1
[accounts, of, my, travels, to] : 1
[account, that, the, image, of] : 1
[account, the, question, to, be] : 1
[account, the, treasurer, took, a] : 1
[account, to, the, reader, the] : 1
[account, very, little, regarded, on] : 1
[account, wherein, one, emperor, lost] : 1
[account, without, the, least, mortification] : 1
[accoutred, me, with, other, necessaries] : 1
[accusations, against, me, for, hire] : 1
[accusations, i, was, glad, to] : 1
[accused, as, false, prophets, they] : 1
[accused, chapter, ii, a, description] : 1
[accused, for, crimes, against, the] : 1
[accused, makes, his, innocence, plainly] : 1
[accused, of, a, plot, then] : 1
[accused, of, reflecting, upon, great] : 1
[accused, you, as, a, traitor] : 1
[accuse, him, of, high, makes] : 1
[accuser, is, immediately, put, to] : 1
[accusers, prosecutors, evidences, swearers, together] : 1
[accuse, the, of, those, unnatural] : 1
[accusing, us, of, making, a] : 1
[accustomed, mine, eyes, to, the] : 1
[accustomed, several, months, to, the] : 1
[accustomed, to, such, prodigious, objects] : 1
[accustomed, to, them, they, were] : 1
[accustom, themselves, to, me, all] : 1
[a, ceiling, i, had, much] : 1
[a, censure, some, other, way] : 1
[a, century, or, two, between] : 1
[a, cephalic, tincture, this, the] : 1
[a, certain, accident, that, he] : 1
[a, certain, beautiful, animal, about] : 1
[a, certain, berry, be, blood] : 1
[a, certain, brown, powder, of] : 1
[a, certain, composition, of, gums] : 1
[a, certain, degree, of, the] : 1
[a, certain, district, meet, to] : 1
[a, certain, great, house, vir] : 1
[a, certain, hard, substance, called] : 1
[a, certain, malady, which, bred] : 1
[a, certain, narrowness, of, thinking] : 1
[a, certain, person, flimnap, and] : 1
[a, certain, powder, into, a] : 1
[a, certain, root, that, gave] : 1
[a, certain, sum, for, each] : 1
[a, certain, tax, upon, vices] : 1
[a, certain, tribe, who, are] : 1
[a, certain, way, to, make] : 1
[a, certain, wonderful, myself, which] : 1
[a, chain, near, my, bed] : 1
[a, chain, was, let, down] : 1
[a, chain, would, cut, through] : 1
[a, chair, to, sit, on] : 1
[a, chair, upon, a, scaffold] : 1
[a, chamber, at, two, windows] : 1
[a, chamber, from, whence, there] : 1
[a, chamber, pot, a, committee] : 1
[a, chance, for, being, immortal] : 1
[a, channel, of, eight, hundred] : 1
[a, character, we, had, no] : 1
[a, chasm, about, fifty, yards] : 1
[a, chicken, and, some, excellent] : 1
[a, chief, minister, is, a] : 1
[a, chief, minister, nay, even] : 1
[achievements, of, our, forces, by] : 1
[a, child, a, stone, that] : 1
[a, child, happened, to, be] : 1
[a, child, has, been, lost] : 1
[a, child, is, under, any] : 1
[a, child, of, a, year] : 1
[a, child, of, towardly, parts] : 1
[a, child, she, is, going] : 1
[a, child, upon, failure, of] : 1
[a, christian, however, for, the] : 1
[a, circle, about, me, the] : 1
[a, circumstance, that, perhaps, at] : 1
[a, cistern, full, of, water] : 1
[a, city, in, a, theatre] : 1
[a, city, to, rubbish, orders] : 1
[a, city, within, eighteen, english] : 1
[a, civil, war, among, themselves] : 1
[acknowledged, his, own, mistakes, in] : 1
[acknowledgements, by, prostrating, myself, at] : 1
[acknowledge, myself, extremely, obliged, it] : 1
[acknowledge, that, all, of, them] : 1
[acknowledgment, in, turn, for, so] : 1
[acknowledgment, on, the, of, february] : 1
[acknowledgments, for, communicating, these, observations] : 1
[acknowledgments, for, his, favourable, intentions] : 1
[acknowledgments, for, the, good, opinion] : 1
[acknowledgments, to, his, highness, for] : 1
[acknowledgment, to, this, illustrious, person] : 1
[a, claim, to, certain, privileges] : 1
[a, clean, white, handkerchief, but] : 1
[a, clear, night, i, ate] : 1
[a, clear, polite, smooth, dialect] : 1
[a, climate, upon, the, strength] : 1
[a, close, chair, and, without] : 1
[a, close, embrace, a, compliment] : 1
[a, close, prisoner, in, my] : 1
[a, close, stool, to, signify] : 1
[a, cloud, i, turned, back] : 1
[a, club, of, those, projectors] : 1
[a, clyster, for, nature, the] : 1
[a, coach, and, horses, may] : 1
[a, coach, at, my, door] : 1
[a, coach, i, desired, a] : 1
[a, coachman, the, imperfections, of] : 1
[a, coach, was, allowed, to] : 1
[a, coat, of, rich, mould] : 1
[a, coat, whether, black, white] : 1
[a, cock, near, the, bottom] : 1
[a, cold, manner, long, it] : 1
[a, collar, i, desired, the] : 1
[a, collection, of, needles, and] : 1
[a, colonel, a, fool, a] : 1
[a, colossus, with, my, legs] : 1
[a, colour, i, had, three] : 1
[a, colt, and, foal, sitting] : 1
[a, comb, making, several, holes] : 1
[a, comely, animal, easily, kept] : 1
[a, comely, race, of, people] : 1
[a, comment, upon, any, law] : 1
[a, committee, of, grandees, a] : 1
[a, common, enemy, to, the] : 1
[a, common, fly, and, a] : 1
[a, common, hound, who, has] : 1
[a, common, mariner, but, i] : 1
[a, common, packthread, in, england] : 1
[a, common, than, of, my] : 1
[a, common, that, i, walked] : 1
[a, common, treatise, for, the] : 1
[a, company, of, english, lords] : 1
[a, competent, knowledge, of, what] : 1
[a, complete, body, of, all] : 1
[a, complexion, fairer, than, a] : 1
[a, compliment, i, could, well] : 1
[a, compliment, which, i, could] : 1
[a, composition, for, smell, and] : 1
[a, composition, of, spleen, dullness] : 1
[a, computation, drawn, from, the] : 1
[a, computation, of, his, own] : 1
[a, conceit, of, myself, the] : 1
[a, condition, as, we, may] : 1
[a, condition, of, life, as] : 1
[a, condition, that, i, did] : 1
[a, condition, that, they, afforded] : 1
[a, condition, to, defend, ourselves] : 1
[a, condition, to, resent, injuries] : 1
[a, confederacy, of, injustice, merely] : 1
[a, confined, education, i, shall] : 1
[a, confused, noise, about, me] : 1
[a, conjecture, of, my, own] : 1
[a, consciousness, of, shame, and] : 1
[a, considerable, number, from, the] : 1
[a, considerable, person, at, court] : 1
[a, considerable, profit, by, showing] : 1
[a, consort, is, chosen, with] : 1
[a, conspiracy, to, seize, the] : 1
[a, constant, equal, gale, between] : 1
[a, constellation, of, virtues, in] : 1
[a, continuance, as, those, occasioned] : 1
[a, continuance, of, foul, or] : 1
[a, continuation, of, several, houses] : 1
[a, continuation, of, the, state] : 1
[a, continued, garden, and, the] : 1
[a, continuing, very, offensive, i] : 1
[a, contrivance, to, make, my] : 1
[a, controversy, which, was, the] : 1
[a, convenience, of, returning, to] : 1
[a, convenient, apartment, was, provided] : 1
[a, convenient, height, the, verge] : 1
[a, convenient, house, near, newark] : 1
[a, convenient, lodging, with, a] : 1
[a, convenient, place, to, land] : 1
[a, convenient, place, where, his] : 1
[a, convenient, sledge, drawn, by] : 1
[a, convenient, vehicle, for, me] : 1
[a, conversation, between, the, author] : 1
[a, conversation, with, those, who] : 1
[a, cook, pulling, a, lark] : 1
[a, copse, at, some, distance] : 1
[a, copy, of, the, articles] : 1
[a, cordial, to, comfort, me] : 1
[a, corking, that, stuck, in] : 1
[a, corner, to, lie, down] : 1
[a, cornish, man, commander, bound] : 1
[a, cornish, man, commander, of] : 1
[acorns, dates, chestnuts, and, other] : 1
[a, corn, that, i, had] : 1
[a, corrupted, ministry, he, multiplied] : 1
[a, could, secure, it, for] : 1
[a, council, and, the, council] : 1
[a, countenance, as, if, i] : 1
[a, counterfeit, show, of, fear] : 1
[a, country, after, the, people] : 1
[a, country, and, among, such] : 1
[a, country, beyond, the, sea] : 1
[a, country, governed, as, i] : 1
[a, country, so, remote, but] : 1
[a, country, which, abounded, with] : 1
[a, couple, more, by, force] : 1
[a, couple, of, to, my] : 1
[a, couple, of, wooden, legs] : 1
[a, course, of, study, is] : 1
[a, court, a, cap, and] : 1
[a, court, and, we, often] : 1
[a, court, chapter, ix, the] : 1
[a, court, his, majesty, sent] : 1
[a, courtier, either, by, my] : 1
[a, court, lady, a, broom] : 1
[a, court, lady, or, a] : 1
[a, court, of, justice, an] : 1
[acoustics, as, their, several, cases] : 1
[a, covering, made, from, the] : 1
[a, cover, of, the, same] : 1
[a, cow, and, a, sheep] : 1
[a, cowardly, spirit, and, by] : 1
[a, cow, dead, by, accident] : 1
[a, cow, died, of, age] : 1
[a, cow, in, the, path] : 1
[a, cow, passing, by, whereupon] : 1
[a, cow, should, speak, in] : 1
[acquaintance, and, among, persons, of] : 1
[acquaintance, and, was, very, hospitably] : 1
[acquaintance, but, this, was, common] : 1
[acquaintance, glumdalclitch, was, prevailed, on] : 1
[acquaintance, i, determined, to, go] : 1
[acquaintance, in, the, morning, the] : 1
[acquaintance, i, passed, for, a] : 1
[acquaintance, were, pleased, to, think] : 1
[acquaintance, while, she, was, absent] : 1
[acquainted, with, the, motions, of] : 1
[acquainted, with, the, noble, and] : 1
[acquired, a, certain, malady, which] : 1
[acquired, an, additional, ghastliness, in] : 1
[acquired, by, the, lectures, i] : 1
[acquired, every, vice, and, corruption] : 1
[acquired, in, that, airy, region] : 1
[acquired, parts, adorned, with, integrity] : 1
[acquired, those, appearances, of, reason] : 1
[acquired, with, a, title, by] : 1
[acquirements, i, should, be, a] : 1
[acquire, new, ones, which, nature] : 1
[acquires, the, title, of, or] : 1
[acquiring, great, employments, by, dancing] : 1
[acquiring, their, phraseology, which, depended] : 1
[acquiring, using, them, for, draught] : 1
[acquitted, me, of, all, past] : 1
[a, crazy, administration, to, stifle] : 1
[a, creature, as, i, must] : 1
[a, creature, he, was, pleased] : 1
[a, creature, must, be, i] : 1
[a, creature, of, the, empress] : 1
[a, creature, pretending, to, reason] : 2
[a, creature, so, inferior, as] : 1
[a, creature, so, much, beneath] : 1
[a, creature, who, had, no] : 1
[a, creek, too, shallow, to] : 1
[acre, of, ground, you, bury] : 1
[acres, it, is, three, hundred] : 1
[acres, surrounded, by, a, wall] : 1
[a, crew, of, pirates, are] : 1
[a, criminal, strictly, preserving, all] : 1
[a, criminal, the, author, shows] : 1
[a, criminal, who, had, wronged] : 1
[across, and, divide, it, into] : 1
[across, my, body, from, my] : 1
[across, the, dominions, of, balnibarbi] : 1
[across, the, neck, i, thoroughly] : 1
[across, the, roof, was, low] : 1
[acrostics, and, anagrams, first, they] : 1
[a, crowd, gather, to, that] : 1
[a, crowd, of, people, but] : 1
[a, crowd, would, suffer, only] : 1
[a, crust, and, fell, flat] : 1
[act, as, they, did, in] : 1
[acted, as, the, governing, rational] : 1
[acted, every, part, of, an] : 1
[acted, like, mortals, till, about] : 1
[acting, their, several, parts, in] : 1
[act, in, lines, parallel, to] : 1
[action, and, event, of, consequence] : 1
[action, for, which, i, cannot] : 1
[action, he, added, upon, the] : 1
[action, i, had, named, if] : 1
[action, of, his, life, from] : 1
[actions, after, the, manner, of] : 1
[actions, and, behaviour, in, brute] : 1
[actions, and, behaviour, of, life] : 1
[actions, and, events, of, my] : 1
[actions, and, passions, of, man] : 1
[actions, and, to, know, my] : 1
[actions, he, found, as, near] : 1
[actions, of, a, reasonable, being] : 1
[actions, of, his, own, life] : 1
[actions, or, forge, accusations, against] : 1
[actions, seemed, to, speak, in] : 1
[actions, to, discover, some, glimmerings] : 1
[actions, which, will, be, recorded] : 1
[action, unless, upon, the, utmost] : 1
[action, which, as, it, would] : 1
[actium, had, the, good, fortune] : 1
[active, and, restless, life, in] : 1
[activity, by, attempting, to, leap] : 1
[activity, the, keep, the, for] : 1
[activity, the, shortness, of, my] : 1
[act, like, rational, beings, as] : 1
[act, my, part, and, pallisadoed] : 1
[act, of, indemnity, i, described] : 1
[act, of, parliament, has, been] : 1
[act, over, again, the, same] : 1
[acts, in, relating, these, and] : 1
[acts, of, inhumanity, and, lust] : 1
[acts, upon, the, stone, in] : 1
[actually, deformed, for, i, must] : 1
[act, with, equal, force, the] : 1
[act, with, too, much, ease] : 1
[a, cup, and, drank, their] : 1
[a, cup, and, set, in] : 1
[a, cup, not, so, big] : 1
[a, cup, of, poison, will] : 1
[a, cup, to, put, it] : 1
[a, curiosity, much, wondering, to] : 1
[a, curiosity, to, see, the] : 1
[a, current, from, a, large] : 1
[a, cushion, before, him, and] : 1
[a, custom, introduced, by, this] : 1
[a, custom, officer, by, whom] : 1
[a, custom, we, had, of] : 1
[acute, a, judgment, as, my] : 1
[acute, and, judicious, that, i] : 1
[acute, as, mine, in, viewing] : 1
[acute, in, proportion, to, my] : 1
[acute, judgment, for, he, argued] : 1
[acuteness, containing, many, observations, both] : 1
[acute, than, ours, he, asked] : 1
[acute, wits, of, europe, have] : 1
[a, cycloid, the, second, course] : 1
[a, daily, allowance, for, my] : 1
[a, daily, allowance, of, meat] : 1
[adamant, cast, a, strong, light] : 1
[adamant, four, feet, yards, in] : 1
[adamantine, bottom, in, which, case] : 1
[adamantine, feet, each, six, yards] : 1
[adamant, in, this, cave, are] : 1
[adamant, passing, through, its, middle] : 1
[adamant, shooting, up, to, the] : 1
[adamant, two, hundred, yards, thick] : 1
[adamant, which, constitutes, the, bottom] : 1
[a, dance, on, the, rope] : 1
[a, dapple, gray, observing, me] : 1
[adapted, by, study, or, nature] : 1
[adapted, the, eyes, of, the] : 1
[adapted, to, hear, music, of] : 1
[a, daughter, of, nine, years] : 1
[a, daughter, or, a, sister] : 1
[a, day's, journey, before, us] : 1
[a, day, and, hour, when] : 1
[a, day, or, two, what] : 1
[a, day, the, young, students] : 1
[a, day, to, each, man] : 1
[add, a, seventh, it, would] : 1
[added, another, petition, for, the] : 1
[added, he, had, heard, too] : 1
[added, he, hoped, i, should] : 1
[added, he, was, daily, pressed] : 1
[added, he, would, not, by] : 1
[added, his, suspicions, were, much] : 1
[added, how, i, had, endeavoured] : 1
[added, if, it, had, not] : 1
[added, in, order, to, maintain] : 1
[added, nature, was, degenerated, in] : 1
[added, since, i, professed, so] : 1
[added, to, his, name, but] : 1
[added, to, the, natural, pravity] : 1
[added, to, the, refreshment, i] : 1
[added, to, the, strong, influence] : 1
[added, to, very, good, human] : 1
[added, upon, the, confidence, of] : 1
[added, we, fastened, plates, of] : 1
[adding, he, intended, a, voyage] : 1
[adding, he, waited, with, some] : 1
[adding, many, new, discoveries, of] : 1
[adding, to, each, the, epithet] : 1
[additional, ghastliness, in, proportion, to] : 1
[additions, he, received, my, proposition] : 1
[additions, they, command, us, to] : 1
